row;referenced_author;referenced_author_id;referenced_work_id;referenced_source_id
991;Han, Ts'ui-p'in;31077;41089;0
992;Li, Ch'ing-Chao;31078;41090;0
993;Sun, Tao-hsuan;31079;41089;0
994;Waley, Arthur;31080;41091;0
995;Watson, Burton;31082;41092;0
996;Li, Chi;31083;41093;60329
997;Swann, Nancy Lee;31084;41094;0
998;Levy, Howard;31085;41095;0
999;Rubbo, Anna;31086;41096;0
1000;Rubbo, Anna;31086;41097;60027
1001;Rubbo, Anna;31086;41098;60330
1002;Taussig, Michael;31087;41098;60330
1003;Rogers, Barbara;31088;41099;0
1004;Paley, Grace;31089;41100;60331
1005;Sexton, Anne;31090;41101;60332
1006;Handlin, David;31091;41102;60333
1007;Wright, Gwendolyn;31092;41103;60334
1008;Smith, Dorothy E.;31093;41104;60335
1009;de Bretteville, Sheila;31094;41105;60336
1010;Ehrenreich, Barbara;30578;41106;0
1011;English, Deirdre;30579;41106;0
1012;Wortman, Marlene Stern;31095;41107;60337
1013;Hayden, Dolores;30694;41108;60066
1014;Wright, Gwendolyn;31092;41108;60066
1015;Fisher, Dorothy Canfield;31096;41109;0
1016;Gilbert, Sandra;31097;41110;0
1017;Gubar, Susan;31098;41110;0
1018;Showalter, Elaine;31099;41111;0
1019;Juhasz, Suzanne;31100;41112;60338
1020;Lippard, Lucy R.;30189;41113;60339
1021;Torre, Susana;30097;41114;60339
1022;Stern, Elizabeth G.;31101;41115;0
1023;Kleinberg, Susan;31102;41116;60340
1024;Cowan, Ruth Schwarz;31103;41117;60341
1025;Seaton, Esta;31107;41118;60342
1026;Krasno, Francine;31108;41119;60343
1027;Marshall, Paula;31109;41120;0
1028;Yezierska, Anzia;31112;41121;60348
1029;Bannan, Helen M.;31110;41127;60345
1030;Mohr, Nicholasa;31111;41128;60346
1031;Yezierska, Anzia;31112;41129;0
1032;Yezierska, Anzia;31112;41130;60347
1033;Yezierska, Anzia;31112;41131;60348
1034;Petry, Ann;31113;41132;0
1035;Mohr, Nicholasa;31111;41133;60349
1036;Steir, Pat;31114;41134;60120
1037;Paley, Grace;31089;41136;60350
1038;Kingston, Maxine Hong;31115;41135;0
1039;Yezierska, Anzia;31112;41137;60348
1040;Woolf, Virginia;30199;41138;60351
1041;Walker, Alice;31116;41139;60352
1042;Brown, Rosellen;31117;41140;60353
1043;Braverman, Harry;31118;41141;0
1044;Greenbaum, Joan;31119;41142;0
1045;Hartmann, Heidi;31120;41143;0
1046;no name;31121;41144;0
1047;U.S. Bureau of the Census;31122;41145;0
1048;Bemis, Albert Farwell;31123;41146;0
1049;Hayden, Dolores;30694;41147;0
1050;Hayden, Dolores;30694;41148;60339
1051;U.S. Bureau of the Census;31122;41149;0
1052;Gray, Eileen;31124;41150;0
1053;Badovici, Jean;31125;41150;0
1054;Glaeser, Ludwig;31126;41151;0
1055;no name;31127;41152;0
1056;Wingler, Hans;31128;41153;0
1057;Zervos, Christian;31129;41154;0
1058;Johnson, Philip;31130;41155;60354
1059;Johnson, Philip;31130;41156;0
1060;Hitchcock, Henry Russell;31131;41156;0
1061;Cranz, Galen;31132;41157;60355
1062;Cranz, Galen;31132;41158;60356
1063;Newton, Norman T.;31133;41159;0
1064;Olmsted, Frederick Law;31134;41160;0
1065;Kimball, Theodora;31135;41160;0
1066;Rainwater, Clarence;31136;41161;0
1067;Hunt, Catherine Howland;31137;41162;0
1068;Masson, Georgina;31138;41163;0
1069;Bliss, Mildred;31139;41164;60357
1070;Wharton, Edith;31140;41165;0
1071;Jones, Beatrix;31141;41166;60358
1072;Gluck, Sherna (Ed.);31142;41167;0
1073;Flexner, Eleanor;31143;41168;0
1074;Croly, Jennie Cunningham;31144;41169;0
1075;Boutelle, Sarah Holmes;31145;41170;60359
1076;Lerner, Gerda;30732;41171;0
1077;Girouard, Mark;31146;41172;0
1078;Gilbert, Lucy;31147;41173;0
1079;Webster, Paula;31148;41173;0
1080;Gamberoff, Maria Moeller;31149;41174;0
1081;Torok, Maria;31150;41175;60360
1082;Cliff, Michelle;30062;41176;0
1083;no name;31151;41177;0
1084;Laner, Mary Riege;31152;41178;60361
1085;Laner, Roy H.;31153;41178;60361
1086;Freuh, Joanna;31154;41179;60362
1087;Duncan, Carol;31155;41180;0
1088;Lorde, Audre;31156;41181;60363
1089;Sieberling, Dorothy;31157;41182;60364
1090;Jones, Debbie;31158;41183;60119
1091;English, Deirdre;30579;41184;60365
1092;Carter, Angela;31159;41185;0
1093;Willis, Ellen;30241;41186;0
1094;Echewa, T. Obinkaram;31160;41187;60366
1095;Flowers, Yvonne;31161;41188;0
1096;Money, John;31162;41189;0
1097;Ehrhardt, Anke A.;31163;41189;0
1098;Kessler, Suzanne;31164;41190;0
1099;McKenna, Wendy;31165;41190;0
1100;Leibowitz, Lila;31166;41191;0
1101;Kettel, Bonnie;31167;41192;60367
1102;Kettel, David;31168;41192;60367
1103;Rapp, Rayna;31169;41193;60368
1104;Ross, Ellen;31170;41193;60368
1105;Newton, Esther;31171;41194;0
1106;Schachtel, Ernst;31172;41195;0
1107;Henry, Jules;31173;41196;0
1108;Chodorow, Nancy;31013;41197;0
1109;Wilson, Amrit;31174;41198;0
1110;Lorde, Audre;31156;41199;60369
1111;Herskovits, Melville;31175;41200;0
1112;Bohannan, Laura;31176;41201;60370
1113;Krige, Eileen Jensen;31177;41202;60371
1114;Obbo, Christine;31178;41203;60372
1115;Nobles, Wade;31179;41204;60373
1116;Rowbotham, Sheila;30050;41205;0
1117;Smith, Barbara;30121;41206;60374
1118;Cauthern, Cynthia R.;31180;41207;60375
1119;Cade, Toni;31181;41208;60376
1120;Smith, Barbara;30121;41209;60377
1121;Smith, Beverly;30122;41209;60377
1122;Bell, Alan P.;31182;41210;0
1123;Weinberg, Martin;31183;41210;0
1124;Morrison, Toni;30068;41211;0
1125;Morrison, Toni;30068;40068;0
1126;Hurston, Zora Neale;31184;41212;0
1127;Hurston, Zora Neale;31184;41213;0
1128;Walker, Alice;30067;41214;0
1129;Davis, Angela;30071;41215;0
1130;Davis, Angela;30071;41216;60378
1131;Bethel, Lorraine;31185;41217;60379
1132;Marshall, Stuart;31186;41218;60380
1133;Marshall, Stuart;31186;41219;60381
1134;Krauss, Rosalind;31187;41220;60380
1135;Rosler, Martha;31188;41221;60382
1136;Lasch, Christopher;31189;41222;0
1137;Sennett, Richard;31190;41223;0
1138;Schur, Edwin;31191;41224;0
1139;Hougan, Jim;31192;41225;0
1140;Wolfe, Tom;31193;41226;60383
1141;Engel, Stephanie;31194;41227;60384
1142;no name;31195;41228;0
1143;Kernberg, Otto;31196;41229;0
1144;Kohut, Heinz;31197;41230;0
1145;Satow, Roberta;31198;41231;60385
1146;Adorno, Theodor;31199;41232;60386
1147;Bartky, Sandra Lee;31200;41233;0
1148;Kovel, Joe;31201;41234;60387
1149;Ewen, Stuart;31202;41235;0
1150;Riddler, John;31203;41236;60388
1151;Rosler, Martha;31188;41237;0
1152;Mulvey, Laura;30283;40286;60389
1153;Hyam, Edward;31204;41238;0
1154;Bunch, Charlotte;30082;41239;60390
1155;Colwell, Thomas B. Jr.;31205;41240;60391
1156;Gorz, Andre;31206;41241;0
1157;Gray, Elizabeth Dodson;31207;41242;0
1158;Griffin, Susan;31208;41243;0
1159;Iglehart, Hallie;31209;41244;60392
1160;Leiss, William;31210;41245;0
1161;Rossi, Alice;31211;41246;60393
1162;Ruether, Rosemary;30456;41247;60394
1163;Starhawk;31212;41248;0
1164;Willis, Ellen;30241;41249;0
